application_id,state,sector,investment,employees,approval_count,document_count,missing_document_count,inspection_required,department_count,previous_queries,project_stage,applicant_type,season,authority,sla_days,actual_processing_days,delayed
APP_SYN_0364,Uttar Pradesh,Manufacturing,68062830.05,448,8,40,0,0,2,3,Pre-Establishment,Enterprise,Q1,Directorate of Factories,45,48.2,1
APP_SYN_0365,Uttar Pradesh,Food Processing,11841704.58,47,4,20,1,0,2,0,Pre-Operation,MSME,Q1,Directorate of Factories,20,19.2,0
APP_SYN_0366,Uttar Pradesh,Food Processing,708230.28,17,2,10,0,1,1,2,Pre-Establishment,Individual,Q4,CEIG,15,14.4,0
APP_SYN_0367,Maharashtra,Textiles,31999950.73,521,11,44,0,0,4,3,Pre-Operation,Enterprise,Q1,FSSAI,20,25.0,1
APP_SYN_0368,Maharashtra,Pharmaceuticals,4854469.31,68,5,25,1,0,2,2,Pre-Operation,MSME,Q3,CEIG,20,25.8,1
APP_SYN_0369,Uttar Pradesh,Manufacturing,48680159.5,256,10,30,0,1,5,2,Pre-Operation,Enterprise,Q3,UP Fire Service,30,45.5,1
APP_SYN_0370,Gujarat,Food Processing,33378771.39,374,10,40,0,0,3,0,Pre-Operation,Enterprise,Q3,CEIG,20,17.7,0
APP_SYN_0371,Uttar Pradesh,Textiles,14990078.55,53,2,6,0,0,1,0,Pre-Operation,MSME,Q1,Boilers Directorate,45,35.3,0
APP_SYN_0372,Maharashtra,Food Processing,16415411.94,40,3,15,2,1,2,0,Pre-Operation,MSME,Q4,UPPCB,30,38.2,1
APP_SYN_0373,Tamil Nadu,Information Technology,1443395.55,97,4,12,1,1,1,0,Pre-Operation,MSME,Q2,UPPCB,20,20.8,1
APP_SYN_0374,Gujarat,Manufacturing,5047676.38,91,4,12,0,1,1,1,Pre-Establishment,MSME,Q4,CEIG,45,49.9,1
APP_SYN_0375,Gujarat,Manufacturing,1225127.22,4,1,3,0,1,1,3,Pre-Operation,Individual,Q1,UPPCB,15,16.5,1
APP_SYN_0376,Tamil Nadu,Food Processing,3562350.57,73,3,9,1,0,2,2,Pre-Establishment,MSME,Q2,FSSAI,30,32.7,1
APP_SYN_0377,Uttar Pradesh,Pharmaceuticals,7162327.38,87,6,18,0,0,1,0,Pre-Establishment,MSME,Q4,FSSAI,15,14.5,0
APP_SYN_0378,Gujarat,Manufacturing,2267548.32,2,1,4,0,0,1,0,Pre-Operation,Individual,Q3,FSSAI,30,24.0,0
APP_SYN_0379,Uttar Pradesh,Manufacturing,3658700.16,32,5,25,0,0,2,0,Pre-Operation,MSME,Q2,FSSAI,15,13.1,0
APP_SYN_0380,Uttar Pradesh,Chemicals,42751451.94,407,7,35,0,0,5,0,Pre-Establishment,Enterprise,Q3,FSSAI,60,65.2,1
APP_SYN_0381,Uttar Pradesh,Textiles,26380352.71,535,8,40,0,1,3,0,Pre-Operation,Enterprise,Q3,Boilers Directorate,30,32.7,1
APP_SYN_0382,Maharashtra,Food Processing,856057.99,7,1,4,0,0,1,0,Pre-Establishment,Individual,Q3,CEIG,15,10.0,0
APP_SYN_0383,Uttar Pradesh,Textiles,3255902.35,44,4,12,2,1,3,2,Pre-Establishment,MSME,Q4,Legal Metrology,20,31.5,1
APP_SYN_0384,Gujarat,Food Processing,8460693.97,220,6,24,0,1,3,0,Pre-Establishment,Enterprise,Q1,CEIG,20,18.4,0
APP_SYN_0385,Gujarat,Textiles,9857928.75,61,6,30,0,0,3,1,Operation,MSME,Q1,CEIG,15,15.1,1
APP_SYN_0386,Maharashtra,Textiles,7456340.91,67,5,20,0,0,1,0,Pre-Operation,MSME,Q1,Boilers Directorate,45,31.5,0
APP_SYN_0387,Tamil Nadu,Textiles,16686806.57,418,8,24,1,0,5,1,Pre-Establishment,Enterprise,Q2,Legal Metrology,20,29.0,1
APP_SYN_0388,Karnataka,Food Processing,3699682.21,48,3,9,0,1,3,0,Operation,MSME,Q4,UP Fire Service,20,17.2,0
APP_SYN_0389,Gujarat,Food Processing,9987992.72,98,3,15,0,0,1,2,Operation,MSME,Q3,CEIG,15,16.7,1
APP_SYN_0390,Uttar Pradesh,Chemicals,9555056.71,58,6,30,0,1,2,1,Operation,MSME,Q4,Boilers Directorate,30,33.7,1
APP_SYN_0391,Gujarat,Information Technology,6702929.94,69,4,20,0,0,3,1,Pre-Establishment,MSME,Q3,Boilers Directorate,30,28.2,0
APP_SYN_0392,Uttar Pradesh,Food Processing,4913242.33,65,3,12,3,0,2,2,Pre-Establishment,MSME,Q2,CEIG,60,90.8,1
APP_SYN_0393,Gujarat,Chemicals,34283349.32,320,6,18,0,0,5,1,Pre-Operation,Enterprise,Q3,FSSAI,60,67.4,1
APP_SYN_0394,Rajasthan,Manufacturing,15120492.46,266,6,18,1,0,5,0,Operation,Enterprise,Q2,UP Fire Service,45,52.7,1
APP_SYN_0395,Karnataka,Chemicals,68140532.28,320,9,36,1,0,3,0,Pre-Establishment,Enterprise,Q3,UP Fire Service,15,13.3,0
APP_SYN_0396,Uttar Pradesh,Manufacturing,1297090.55,95,6,18,1,1,2,0,Pre-Operation,MSME,Q4,Legal Metrology,30,35.5,1
APP_SYN_0397,Gujarat,Food Processing,10639281.02,5,3,9,0,1,2,0,Pre-Establishment,MSME,Q2,UP Fire Service,30,28.3,0
APP_SYN_0398,Karnataka,Textiles,3726813.79,69,2,10,3,0,1,0,Pre-Operation,MSME,Q1,FSSAI,15,18.2,1
APP_SYN_0399,Gujarat,Food Processing,3727819.84,39,5,15,0,1,3,0,Pre-Establishment,MSME,Q2,CEIG,20,18.5,0
APP_SYN_0400,Karnataka,Manufacturing,1093392.6,12,1,3,2,0,1,1,Operation,Individual,Q1,UP Fire Service,45,55.1,1
APP_SYN_0401,Uttar Pradesh,Information Technology,689172.73,16,2,8,0,0,1,0,Pre-Operation,Individual,Q4,CEIG,20,14.4,0
APP_SYN_0402,Uttar Pradesh,Manufacturing,18455419.2,230,5,15,0,0,3,0,Pre-Operation,Enterprise,Q1,CEIG,15,12.7,0
APP_SYN_0403,Uttar Pradesh,Food Processing,4492395.3,53,6,24,0,1,2,0,Pre-Establishment,MSME,Q4,Boilers Directorate,15,13.5,0
APP_SYN_0404,Tamil Nadu,Food Processing,15616297.71,61,6,18,0,0,2,3,Pre-Establishment,Enterprise,Q2,FSSAI,60,79.5,1
APP_SYN_0405,Uttar Pradesh,Manufacturing,11976454.01,206,10,40,0,0,2,2,Pre-Operation,Enterprise,Q2,UPPCB,45,41.4,0
APP_SYN_0406,Rajasthan,Pharmaceuticals,4769217.03,96,5,20,2,0,1,3,Pre-Establishment,MSME,Q2,UP Fire Service,60,73.5,1
APP_SYN_0407,Uttar Pradesh,Food Processing,2959449.56,30,3,15,1,0,2,0,Pre-Establishment,MSME,Q3,UP Fire Service,60,57.5,0
APP_SYN_0408,Karnataka,Food Processing,9630278.45,86,6,18,0,1,2,1,Pre-Establishment,MSME,Q4,Boilers Directorate,15,16.9,1
APP_SYN_0409,Uttar Pradesh,Manufacturing,5354829.59,28,6,30,0,1,2,1,Pre-Establishment,MSME,Q3,Directorate of Factories,30,33.8,1
APP_SYN_0410,Uttar Pradesh,Pharmaceuticals,11939028.49,540,10,40,0,0,2,3,Pre-Establishment,Enterprise,Q4,Legal Metrology,45,57.4,1
APP_SYN_0411,Tamil Nadu,Manufacturing,5636033.82,66,4,16,1,1,2,0,Pre-Operation,MSME,Q3,Directorate of Factories,45,48.1,1
APP_SYN_0412,Uttar Pradesh,Information Technology,2980930.16,53,3,12,1,0,1,0,Pre-Establishment,MSME,Q4,CEIG,15,13.6,0
APP_SYN_0413,Gujarat,Food Processing,15274868.59,418,9,36,0,1,3,0,Operation,Enterprise,Q1,UP Fire Service,20,19.9,0
APP_SYN_0414,Uttar Pradesh,Manufacturing,1235935.0,3,2,8,2,1,1,0,Pre-Establishment,Individual,Q2,Legal Metrology,45,53.2,1
APP_SYN_0415,Maharashtra,Food Processing,4160694.75,63,2,10,0,0,2,3,Pre-Establishment,MSME,Q4,UP Fire Service,60,67.9,1
APP_SYN_0416,Uttar Pradesh,Manufacturing,5484045.65,41,6,24,1,1,3,0,Operation,MSME,Q1,UP Fire Service,15,15.8,1
APP_SYN_0417,Uttar Pradesh,Manufacturing,5044595.25,6,3,15,2,0,2,0,Pre-Establishment,MSME,Q2,UPPCB,30,32.5,1
APP_SYN_0418,Gujarat,Food Processing,9184388.86,25,4,20,0,1,2,0,Pre-Operation,MSME,Q1,Legal Metrology,45,43.1,0
APP_SYN_0419,Tamil Nadu,Food Processing,66298371.01,207,8,24,3,0,2,0,Operation,Enterprise,Q4,UP Fire Service,20,25.1,1
APP_SYN_0420,Maharashtra,Manufacturing,1855558.22,7,1,3,0,1,1,2,Pre-Establishment,Individual,Q3,Directorate of Factories,30,33.3,1
APP_SYN_0421,Karnataka,Textiles,96436104.41,562,6,18,0,0,2,0,Pre-Establishment,Enterprise,Q2,Legal Metrology,30,23.3,0
APP_SYN_0422,Karnataka,Manufacturing,8823953.97,73,2,8,0,0,2,0,Pre-Establishment,MSME,Q2,Directorate of Factories,60,47.8,0
APP_SYN_0423,Tamil Nadu,Chemicals,5524171.05,64,4,20,0,1,2,0,Pre-Establishment,MSME,Q4,UP Fire Service,30,28.4,0
APP_SYN_0424,Tamil Nadu,Food Processing,2091840.91,86,6,18,0,1,3,1,Operation,MSME,Q4,Boilers Directorate,45,51.5,1
APP_SYN_0425,Maharashtra,Information Technology,392382.14,27,2,8,1,1,2,1,Pre-Operation,MSME,Q3,CEIG,45,50.3,1
APP_SYN_0426,Tamil Nadu,Manufacturing,4110771.5,20,3,9,0,0,1,1,Pre-Operation,MSME,Q2,UP Fire Service,45,38.0,0
APP_SYN_0427,Uttar Pradesh,Food Processing,18813783.44,183,11,33,0,1,4,0,Pre-Establishment,Enterprise,Q3,FSSAI,20,21.4,1
APP_SYN_0428,Karnataka,Food Processing,6892031.82,50,3,15,3,0,3,0,Pre-Operation,MSME,Q2,Boilers Directorate,20,24.7,1
APP_SYN_0429,Uttar Pradesh,Food Processing,1265152.32,18,1,4,0,1,1,0,Operation,Individual,Q1,Directorate of Factories,30,27.6,0
APP_SYN_0430,Maharashtra,Food Processing,6767913.19,98,4,20,1,0,3,2,Pre-Establishment,MSME,Q3,Boilers Directorate,15,20.1,1
APP_SYN_0431,Uttar Pradesh,Manufacturing,44021726.26,553,5,15,0,1,4,0,Pre-Operation,Enterprise,Q2,Boilers Directorate,15,17.1,1
APP_SYN_0432,Uttar Pradesh,Information Technology,41380210.09,124,10,30,1,1,2,1,Pre-Establishment,Enterprise,Q3,CEIG,20,28.6,1
APP_SYN_0433,Tamil Nadu,Food Processing,11176606.68,468,8,32,0,1,2,0,Pre-Operation,Enterprise,Q4,Legal Metrology,20,19.7,0
APP_SYN_0434,Uttar Pradesh,Pharmaceuticals,119147196.34,529,10,40,0,1,3,1,Pre-Establishment,Enterprise,Q4,CEIG,20,21.6,1
APP_SYN_0435,Uttar Pradesh,Food Processing,41790791.22,165,8,40,0,0,3,0,Pre-Operation,Enterprise,Q2,Boilers Directorate,20,19.7,0
APP_SYN_0436,Uttar Pradesh,Manufacturing,27988685.89,331,4,16,0,0,2,1,Pre-Establishment,Enterprise,Q1,UP Fire Service,20,15.6,0
APP_SYN_0437,Uttar Pradesh,Food Processing,10445609.9,71,5,25,0,1,3,1,Operation,MSME,Q4,UPPCB,30,34.1,1
APP_SYN_0438,Tamil Nadu,Pharmaceuticals,10769148.25,86,2,8,0,0,1,0,Operation,MSME,Q2,Directorate of Factories,45,36.0,0
APP_SYN_0439,Uttar Pradesh,Food Processing,6547025.43,82,2,10,2,0,2,3,Pre-Establishment,MSME,Q3,Boilers Directorate,30,44.4,1
APP_SYN_0440,Maharashtra,Information Technology,8621847.36,6,6,24,1,0,1,0,Pre-Establishment,MSME,Q1,Directorate of Factories,20,17.8,0
APP_SYN_0441,Karnataka,Food Processing,2587688.61,44,6,24,0,0,1,0,Pre-Operation,MSME,Q3,UPPCB,30,26.9,0
APP_SYN_0442,Rajasthan,Textiles,118534337.3,351,9,45,0,0,4,0,Operation,Enterprise,Q3,FSSAI,20,22.3,1
APP_SYN_0443,Uttar Pradesh,Manufacturing,250438320.26,58,4,12,1,1,4,1,Pre-Operation,Enterprise,Q1,UPPCB,15,19.3,1
APP_SYN_0444,Gujarat,Manufacturing,2016266.4,15,5,15,0,1,2,0,Pre-Operation,MSME,Q2,UP Fire Service,20,20.2,1
APP_SYN_0445,Uttar Pradesh,Food Processing,6791687.29,39,6,24,2,0,3,0,Pre-Establishment,MSME,Q2,FSSAI,20,24.8,1
APP_SYN_0446,Rajasthan,Manufacturing,5730350.5,66,3,9,3,0,1,0,Pre-Operation,MSME,Q4,Boilers Directorate,30,34.5,1
APP_SYN_0447,Tamil Nadu,Manufacturing,5660720.48,37,5,15,0,1,2,2,Pre-Operation,MSME,Q4,Directorate of Factories,15,20.9,1
APP_SYN_0448,Uttar Pradesh,Textiles,1847678.5,19,1,5,0,0,1,0,Pre-Operation,Individual,Q3,Legal Metrology,30,30.6,1
APP_SYN_0449,Uttar Pradesh,Manufacturing,5326744.75,12,5,15,1,1,2,0,Pre-Establishment,MSME,Q3,UPPCB,45,41.4,0
APP_SYN_0450,Uttar Pradesh,Pharmaceuticals,11432659.14,21,2,8,2,0,2,1,Pre-Establishment,MSME,Q1,CEIG,30,33.6,1
APP_SYN_0451,Uttar Pradesh,Pharmaceuticals,6816009.64,20,2,8,0,0,2,0,Pre-Establishment,MSME,Q4,Legal Metrology,20,15.8,0
APP_SYN_0452,Uttar Pradesh,Manufacturing,7321436.9,26,4,16,1,1,3,3,Pre-Operation,MSME,Q2,Directorate of Factories,20,29.4,1
APP_SYN_0453,Uttar Pradesh,Manufacturing,1751832.34,7,2,6,1,0,1,1,Pre-Operation,Individual,Q1,Legal Metrology,60,55.9,0
APP_SYN_0454,Gujarat,Pharmaceuticals,3928813.91,66,4,20,1,1,1,1,Operation,MSME,Q4,UP Fire Service,60,74.2,1
APP_SYN_0455,Gujarat,Pharmaceuticals,6565748.75,86,6,30,4,0,3,0,Pre-Operation,MSME,Q2,FSSAI,20,27.0,1
APP_SYN_0456,Karnataka,Food Processing,3367885.17,25,6,18,0,1,3,3,Pre-Establishment,MSME,Q3,Legal Metrology,30,37.0,1
APP_SYN_0457,Rajasthan,Chemicals,8559723.58,278,10,30,2,1,5,0,Pre-Establishment,Enterprise,Q4,FSSAI,15,22.7,1
APP_SYN_0458,Karnataka,Textiles,8936877.0,20,6,18,1,0,1,0,Operation,MSME,Q3,FSSAI,20,18.2,0
APP_SYN_0459,Tamil Nadu,Food Processing,3021113.59,70,4,16,2,1,2,0,Pre-Establishment,MSME,Q2,Boilers Directorate,20,23.6,1
APP_SYN_0460,Uttar Pradesh,Manufacturing,6705298.37,88,2,8,0,0,2,0,Pre-Operation,MSME,Q4,Directorate of Factories,15,9.5,0
APP_SYN_0461,Uttar Pradesh,Pharmaceuticals,16048933.1,55,7,21,1,0,2,1,Pre-Operation,Enterprise,Q2,Boilers Directorate,20,22.5,1
APP_SYN_0462,Maharashtra,Food Processing,1794202.53,3,1,5,3,1,1,0,Pre-Operation,Individual,Q2,FSSAI,30,37.2,1
APP_SYN_0463,Uttar Pradesh,Manufacturing,1230266.74,67,2,10,0,0,2,0,Pre-Establishment,MSME,Q3,UPPCB,45,35.9,0
APP_SYN_0464,Maharashtra,Manufacturing,2372145.83,74,5,25,2,1,3,0,Pre-Operation,MSME,Q3,UPPCB,15,19.6,1
APP_SYN_0465,Uttar Pradesh,Textiles,6542288.51,74,4,12,2,0,2,1,Pre-Establishment,MSME,Q2,Directorate of Factories,30,29.0,0
APP_SYN_0466,Maharashtra,Textiles,31639361.17,28,2,10,0,0,2,1,Pre-Operation,MSME,Q1,CEIG,15,13.8,0
APP_SYN_0467,Gujarat,Textiles,2759719.55,61,3,15,0,0,2,0,Pre-Establishment,MSME,Q1,FSSAI,20,16.8,0
APP_SYN_0468,Maharashtra,Manufacturing,1085228.37,87,3,9,2,1,1,0,Pre-Establishment,MSME,Q1,Directorate of Factories,30,36.1,1
APP_SYN_0469,Uttar Pradesh,Food Processing,55114457.74,487,5,20,1,0,3,2,Pre-Establishment,Enterprise,Q1,Directorate of Factories,20,25.5,1
APP_SYN_0470,Gujarat,Food Processing,9265114.88,98,3,15,0,1,2,0,Pre-Establishment,MSME,Q3,Directorate of Factories,20,17.0,0
APP_SYN_0471,Uttar Pradesh,Food Processing,3207176.78,87,5,15,0,1,1,2,Pre-Establishment,MSME,Q2,UPPCB,45,50.5,1
APP_SYN_0472,Uttar Pradesh,Food Processing,16514625.02,76,6,18,2,1,1,0,Pre-Operation,MSME,Q1,UPPCB,15,18.1,1
APP_SYN_0473,Uttar Pradesh,Food Processing,34944952.42,225,4,20,2,1,3,2,Pre-Operation,Enterprise,Q1,UP Fire Service,30,46.1,1
APP_SYN_0474,Tamil Nadu,Manufacturing,1237884.83,7,2,10,3,0,1,0,Pre-Operation,Individual,Q1,UPPCB,45,46.7,1
APP_SYN_0475,Maharashtra,Food Processing,41373680.01,491,9,27,2,0,5,0,Pre-Operation,Enterprise,Q1,Boilers Directorate,45,60.1,1
APP_SYN_0476,Gujarat,Food Processing,6640239.13,43,3,15,1,1,1,0,Pre-Operation,MSME,Q2,CEIG,20,19.6,0
APP_SYN_0477,Karnataka,Information Technology,2816900.93,81,2,10,0,1,1,0,Operation,MSME,Q3,CEIG,15,13.0,0
APP_SYN_0478,Maharashtra,Food Processing,16039791.8,77,3,9,0,1,1,0,Pre-Establishment,MSME,Q3,CEIG,15,13.0,0
APP_SYN_0479,Karnataka,Manufacturing,7612523.7,91,5,20,4,1,2,0,Pre-Establishment,MSME,Q2,UP Fire Service,30,46.0,1
APP_SYN_0480,Uttar Pradesh,Food Processing,5497691.9,12,3,9,0,0,2,1,Pre-Operation,MSME,Q4,UP Fire Service,15,12.8,0
APP_SYN_0481,Rajasthan,Pharmaceuticals,1858789.25,65,5,25,3,1,2,1,Pre-Establishment,MSME,Q2,Legal Metrology,15,18.0,1
APP_SYN_0482,Uttar Pradesh,Manufacturing,386289.63,13,1,4,0,0,1,0,Pre-Establishment,Individual,Q4,Boilers Directorate,20,16.2,0
APP_SYN_0483,Gujarat,Food Processing,5136607.65,32,6,18,0,0,1,0,Pre-Establishment,MSME,Q4,UP Fire Service,45,31.3,0
APP_SYN_0484,Tamil Nadu,Food Processing,11305276.04,22,5,20,0,1,3,1,Pre-Establishment,MSME,Q2,Directorate of Factories,15,15.8,1
APP_SYN_0485,Uttar Pradesh,Manufacturing,9959127.56,90,2,8,2,1,1,0,Pre-Establishment,MSME,Q4,Boilers Directorate,60,75.4,1
APP_SYN_0486,Uttar Pradesh,Food Processing,6402355.88,51,5,15,2,1,3,0,Pre-Establishment,MSME,Q4,FSSAI,30,41.3,1
APP_SYN_0487,Uttar Pradesh,Food Processing,13101483.27,137,6,18,0,1,2,0,Pre-Operation,Enterprise,Q2,CEIG,30,28.6,0
APP_SYN_0488,Uttar Pradesh,Manufacturing,3521022.66,17,4,16,0,1,3,0,Pre-Operation,MSME,Q3,UPPCB,20,21.2,1
APP_SYN_0489,Tamil Nadu,Manufacturing,1077228.9,34,4,16,0,0,3,2,Pre-Operation,MSME,Q2,Directorate of Factories,20,21.0,1
APP_SYN_0490,Gujarat,Manufacturing,118117994.46,206,10,30,0,0,3,1,Pre-Establishment,Enterprise,Q2,Legal Metrology,20,15.3,0
APP_SYN_0491,Gujarat,Manufacturing,11918422.39,65,2,10,0,1,2,0,Pre-Establishment,MSME,Q1,Boilers Directorate,30,25.9,0
APP_SYN_0492,Tamil Nadu,Food Processing,8070011.39,61,6,30,2,0,3,1,Pre-Operation,MSME,Q3,Directorate of Factories,15,20.9,1
APP_SYN_0493,Uttar Pradesh,Food Processing,78234892.48,451,10,30,1,0,4,0,Pre-Operation,Enterprise,Q3,CEIG,30,32.0,1
APP_SYN_0494,Gujarat,Food Processing,20981158.59,451,9,27,2,0,5,0,Pre-Establishment,Enterprise,Q4,FSSAI,20,31.2,1
APP_SYN_0495,Uttar Pradesh,Information Technology,27973569.23,492,11,33,0,0,2,0,Pre-Establishment,Enterprise,Q4,UPPCB,20,18.4,0
APP_SYN_0496,Tamil Nadu,Manufacturing,27084222.11,18,6,30,0,0,3,0,Pre-Operation,MSME,Q1,Boilers Directorate,45,41.1,0
APP_SYN_0497,Maharashtra,Food Processing,1082949.22,15,1,4,1,0,1,1,Pre-Establishment,Individual,Q1,UP Fire Service,30,28.9,0
APP_SYN_0498,Uttar Pradesh,Food Processing,980769.72,5,2,6,0,0,1,2,Pre-Establishment,Individual,Q4,UPPCB,15,13.4,0
APP_SYN_0499,Uttar Pradesh,Information Technology,4542099.31,34,6,30,0,0,3,0,Pre-Operation,MSME,Q3,Boilers Directorate,45,47.1,1
APP_SYN_0500,Karnataka,Food Processing,5812992.88,28,4,16,0,0,2,0,Pre-Operation,MSME,Q3,CEIG,20,14.7,0
APP_SYN_0501,Tamil Nadu,Food Processing,186569963.86,362,8,40,1,0,2,3,Pre-Operation,Enterprise,Q3,Boilers Directorate,15,19.8,1
APP_SYN_0502,Karnataka,Food Processing,19065880.08,485,6,30,0,1,2,0,Operation,Enterprise,Q4,Legal Metrology,20,20.2,1
APP_SYN_0503,Uttar Pradesh,Textiles,39776892.23,122,11,33,2,0,4,0,Pre-Establishment,Enterprise,Q2,UP Fire Service,15,20.1,1
APP_SYN_0504,Maharashtra,Pharmaceuticals,43733125.46,131,7,28,0,1,5,0,Pre-Establishment,Enterprise,Q3,UP Fire Service,20,24.4,1
APP_SYN_0505,Maharashtra,Manufacturing,7034939.05,31,2,8,1,1,2,2,Pre-Operation,MSME,Q1,UPPCB,20,24.4,1
APP_SYN_0506,Uttar Pradesh,Manufacturing,31950491.69,310,10,50,1,0,4,3,Pre-Establishment,Enterprise,Q3,UP Fire Service,45,67.5,1
APP_SYN_0507,Tamil Nadu,Food Processing,40788676.13,62,6,18,3,0,5,2,Operation,Enterprise,Q3,Directorate of Factories,20,33.3,1
APP_SYN_0508,Maharashtra,Food Processing,8752196.99,32,5,25,1,0,1,1,Pre-Operation,MSME,Q3,FSSAI,60,59.2,0
APP_SYN_0509,Karnataka,Food Processing,38738736.72,256,5,15,0,1,2,2,Pre-Operation,Enterprise,Q1,Legal Metrology,30,30.9,1
APP_SYN_0510,Uttar Pradesh,Food Processing,809372.2,1,2,8,0,1,1,0,Operation,Individual,Q1,CEIG,15,14.2,0
APP_SYN_0511,Uttar Pradesh,Manufacturing,6372619.0,25,5,15,4,1,1,0,Pre-Establishment,MSME,Q4,UP Fire Service,15,21.1,1
APP_SYN_0512,Tamil Nadu,Manufacturing,28190982.99,498,4,16,4,0,2,0,Pre-Operation,Enterprise,Q4,UPPCB,20,28.4,1
APP_SYN_0513,Gujarat,Food Processing,3559272.13,72,2,6,3,1,2,0,Pre-Operation,MSME,Q1,UPPCB,20,28.1,1
APP_SYN_0514,Uttar Pradesh,Information Technology,47897209.57,525,8,32,2,0,4,1,Pre-Establishment,Enterprise,Q1,UPPCB,15,17.5,1
APP_SYN_0515,Uttar Pradesh,Manufacturing,5518124.11,58,2,10,0,1,1,0,Pre-Operation,MSME,Q3,CEIG,30,23.5,0
APP_SYN_0516,Tamil Nadu,Food Processing,8105873.57,85,6,24,1,0,2,0,Pre-Establishment,MSME,Q4,CEIG,30,29.0,0
APP_SYN_0517,Uttar Pradesh,Food Processing,2475455.12,6,3,12,1,0,3,0,Pre-Operation,MSME,Q1,CEIG,20,19.7,0
APP_SYN_0518,Uttar Pradesh,Manufacturing,5537065.6,54,3,15,0,1,3,0,Pre-Establishment,MSME,Q4,Legal Metrology,20,20.9,1
APP_SYN_0519,Gujarat,Food Processing,6926826.25,53,2,6,1,1,2,0,Pre-Operation,MSME,Q4,CEIG,20,23.3,1
APP_SYN_0520,Uttar Pradesh,Textiles,1631796.6,80,2,10,0,0,1,0,Operation,MSME,Q1,Boilers Directorate,15,7.6,0
APP_SYN_0521,Uttar Pradesh,Textiles,17700916.63,309,10,50,0,1,2,1,Pre-Establishment,Enterprise,Q2,FSSAI,15,12.1,0
APP_SYN_0522,Uttar Pradesh,Manufacturing,31272058.13,466,9,45,2,1,5,0,Pre-Operation,Enterprise,Q3,CEIG,30,48.6,1
APP_SYN_0523,Uttar Pradesh,Pharmaceuticals,31077906.4,500,4,12,0,1,4,2,Pre-Operation,Enterprise,Q3,UPPCB,30,36.8,1
APP_SYN_0524,Uttar Pradesh,Pharmaceuticals,63383348.42,374,9,45,0,0,4,0,Pre-Operation,Enterprise,Q4,Boilers Directorate,30,32.9,1
APP_SYN_0525,Uttar Pradesh,Pharmaceuticals,4681331.79,17,2,6,2,1,2,2,Pre-Operation,MSME,Q2,UPPCB,45,49.1,1
APP_SYN_0526,Tamil Nadu,Textiles,9035866.08,56,5,15,0,0,2,0,Pre-Establishment,MSME,Q4,CEIG,45,32.9,0
APP_SYN_0527,Uttar Pradesh,Food Processing,1687892.21,18,2,10,0,0,1,1,Pre-Operation,Individual,Q4,CEIG,15,13.2,0
APP_SYN_0528,Uttar Pradesh,Manufacturing,135125593.9,457,4,16,0,0,2,0,Pre-Operation,Enterprise,Q2,CEIG,15,14.4,0
APP_SYN_0529,Maharashtra,Chemicals,24749511.69,307,6,24,1,1,3,0,Pre-Operation,Enterprise,Q4,UP Fire Service,15,19.4,1
APP_SYN_0530,Tamil Nadu,Manufacturing,5837981.15,41,6,18,0,0,1,0,Pre-Establishment,MSME,Q4,FSSAI,30,28.4,0
APP_SYN_0531,Uttar Pradesh,Manufacturing,11999897.84,61,5,20,0,1,2,0,Pre-Establishment,MSME,Q1,FSSAI,30,25.6,0
APP_SYN_0532,Uttar Pradesh,Food Processing,99145713.93,327,4,12,1,1,2,0,Pre-Operation,Enterprise,Q4,Directorate of Factories,15,18.3,1
APP_SYN_0533,Karnataka,Manufacturing,1285456.02,8,1,4,4,0,1,1,Pre-Operation,Individual,Q1,Directorate of Factories,15,20.9,1
APP_SYN_0534,Maharashtra,Pharmaceuticals,10339353.63,486,10,30,2,0,5,0,Pre-Establishment,Enterprise,Q4,Boilers Directorate,30,43.9,1
APP_SYN_0535,Uttar Pradesh,Pharmaceuticals,6597487.02,37,2,8,0,0,2,0,Operation,MSME,Q4,CEIG,15,11.9,0
APP_SYN_0536,Maharashtra,Food Processing,93228678.46,278,8,24,0,0,3,0,Pre-Operation,Enterprise,Q1,Legal Metrology,30,27.1,0
APP_SYN_0537,Uttar Pradesh,Food Processing,83883307.82,144,8,40,2,1,2,2,Pre-Establishment,Enterprise,Q3,UPPCB,20,31.7,1
APP_SYN_0538,Uttar Pradesh,Textiles,115586350.9,96,9,45,4,0,5,2,Pre-Establishment,Enterprise,Q2,CEIG,20,34.0,1
APP_SYN_0539,Uttar Pradesh,Food Processing,20031677.78,34,3,15,0,0,3,2,Operation,MSME,Q4,Directorate of Factories,15,17.1,1
APP_SYN_0540,Tamil Nadu,Food Processing,3349755.4,4,1,3,3,1,1,1,Pre-Operation,Individual,Q1,Directorate of Factories,20,25.7,1
APP_SYN_0541,Uttar Pradesh,Food Processing,12395567.88,214,10,40,3,0,4,3,Pre-Operation,Enterprise,Q3,Boilers Directorate,30,49.9,1
APP_SYN_0542,Tamil Nadu,Food Processing,1090751.84,19,1,4,0,0,1,1,Pre-Operation,Individual,Q4,Legal Metrology,15,11.9,0
APP_SYN_0543,Gujarat,Pharmaceuticals,63021041.81,228,11,33,0,0,3,0,Pre-Establishment,Enterprise,Q2,FSSAI,45,36.8,0
APP_SYN_0544,Uttar Pradesh,Manufacturing,216037386.95,394,8,32,1,0,3,0,Pre-Operation,Enterprise,Q2,UPPCB,30,33.1,1
